oID	Oocyte.1_vs_cell64.128.2_adjp	cell64.128.2_vs_Sphere.3_adjp	Sphere.3_vs_Shield.4_adjp	Shield.4_vs_per75Epiboly.5_adjp	per75Epiboly.5_vs_dpf1.6_adjp	Oocyte.1_vs_cell64.128.2_p	cell64.128.2_vs_Sphere.3_p	Sphere.3_vs_Shield.4_p	Shield.4_vs_per75Epiboly.5_p	per75Epiboly.5_vs_dpf1.6_p	Oocyte.1_vs_cell64.128.2_LFC	cell64.128.2_vs_Sphere.3_LFC	Sphere.3_vs_Shield.4_LFC	Shield.4_vs_per75Epiboly.5_LFC	per75Epiboly.5_vs_dpf1.6_LFC	Accession	mitofates	targetp	accession	gene_id	gene_name	ID	uID
ENSDARP00000024527.6|mrpl24	0.9145263748	0.3910563	0.9599867683	0.854527976	0.7519049	0.8245732	0.1016116	0.929663	0.5547947	0.6536574	-0.08127696817866546	1.0929922389273403	-0.07187307515717342	-0.43955906705151	0.36590754047120605	ENSDARP00000024527.6	Possessing mitochondrial presequence	mTP	ENSDARP00000024527	ENSDARG00000019222	mrpl24.ENSDARP00000024527	ENSDARG00000019222	ENSDARG00000019222|mrpl24.ENSDARP00000024527
ENSDARP00000124910.1|NA	0.1829658204	0.7671927	0.5066940362	0.849864099	0.3489834	0.03259976	0.5197687	0.2262019	0.5470275	0.2099551	-1.2257620423135016	-0.20711233350548258	-0.5773549912620828	0.24728587042809777	0.44588862552225755	ENSDARP00000124910.1	No mitochondrial presequence	noTP	ENSDARP00000124910	ENSDARG00000079255	zgc:174935.ENSDARP00000124910	ENSDARG00000079255	ENSDARG00000079255|zgc:174935.ENSDARP00000124910
ENSDARP00000147532.1|NA	0.8147798972	0.5964925	0.5780639484	0.823603855	0.4490289	0.665064	0.267161	0.3108421	0.4723666	0.3118785	0.28419423586042303	2.204468189747109	-1.9197328907980216	0.4825445315722091	-0.819791060642664	ENSDARP00000147532.1	No mitochondrial presequence	noTP	ENSDARP00000147532	ENSDARG00000101110	.ENSDARP00000147532	ENSDARG00000101110	ENSDARG00000101110|.ENSDARP00000147532
ENSDARP00000150450.1|NA	0.0180002437	0.3332531	0.3564523865	0.632182719	0.379648	0.001039367	0.0641032	0.09444676	0.2146623	0.2390228	-1.4288786614412559	-0.6012148836915576	-0.64328136957962	-0.39320850101423493	-0.4149715782470387	ENSDARP00000150450.1	No mitochondrial presequence	noTP	ENSDARP00000150450	ENSDARG00000068992	hspa8.ENSDARP00000150450	ENSDARG00000068992	ENSDARG00000068992|hspa8.ENSDARP00000150450
ENSDARP00000079717.3|mrpl32;	0.9657619289	0.9580129	0.6415176707	0.557624393	0.6941065	0.9348501	0.8927913	0.410172	0.1492026	0.5764613	0.027275573332856403	-0.03750304053033493	0.2569182817627158	0.639884130167681	0.43504172858096546	ENSDARP00000079717.3	No mitochondrial presequence	noTP	ENSDARP00000079717	ENSDARG00000060489	mrpl32.ENSDARP00000079717	ENSDARG00000060489	ENSDARG00000060489|mrpl32.ENSDARP00000079717
ENSDARP00000094467.3|si:ch211-	0.9286284369	0.710679	0.2666718059	0.860353564	0.4876157	0.8521238	0.4238538	0.04349553	0.566187	0.3476328	0.1479910749950117	-0.729866936853672	1.2712067189797052	-0.4772541050469608	0.9965989039865912	ENSDARP00000094467.3	Possessing mitochondrial presequence	mTP	ENSDARP00000094467	ENSDARG00000035985	fam210aa.ENSDARP00000094467	ENSDARG00000035985	ENSDARG00000035985|fam210aa.ENSDARP00000094467
ENSDARP00000138824.1|ppa2	0.6457677016	0.4915594	0.871027897	0.604443727	0.4568368	0.4381479	0.1643805	0.7817599	0.1867864	0.3193986	0.40229660125460137	1.2063018438419888	0.19451599197034658	-0.5462835013101187	1.113111352877319	ENSDARP00000138824.1	No mitochondrial presequence	mTP	ENSDARP00000138824	ENSDARG00000009685	ppa2.ENSDARP00000138824	ENSDARG00000009685	ENSDARG00000009685|ppa2.ENSDARP00000138824
ENSDARP00000109099.2|si:dkey-1	0.7190573015	0.3475484	0.6331679938	0.964869024	0.1693006	0.5338634	0.07282119	0.3865832	0.8402775	0.05212928	-0.2980141488422255	0.883778281121865	0.42766610788018017	0.08045548619949262	2.8486166091379252	ENSDARP00000109099.2	Possessing mitochondrial presequence	mTP	ENSDARP00000109099	ENSDARG00000087048	si:dkey-165n16.1.ENSDARP00000109099	ENSDARG00000087048	ENSDARG00000087048|si:dkey-165n16.1.ENSDARP00000109099
ENSDARP00000152515.1|NA	0.0845240108	0.2185477	0.4033682291	0.859593947	0.4954168	0.009878897	0.01657808	0.1322307	0.5603704	0.3550973	-2.037075993693491	-0.9707667212116503	-0.5255936506435775	-0.2232415162416833	-0.46414371776483226	ENSDARP00000152515.1	No mitochondrial presequence	noTP	ENSDARP00000152515	ENSDARG00000015050	calm3a.ENSDARP00000152515	ENSDARG00000015050	ENSDARG00000015050|calm3a.ENSDARP00000152515
ENSDARP00000123315.3|cpt1a;	0.7099487117	0.3537706	0.8530309633	0.89234465	0.3911817	0.5195502	0.07625213	0.756307	0.6396136	0.2507044	-0.2410077034137688	0.6876185601442173	0.08985095825944593	-0.14410308564351462	0.5561971446453233	ENSDARP00000123315.3	No mitochondrial presequence	noTP	ENSDARP00000123315	ENSDARG00000059770	cpt1aa.ENSDARP00000123315	ENSDARG00000059770	ENSDARG00000059770|cpt1aa.ENSDARP00000123315
ENSDARP00000107908.3|NA	0.8485293469	0.6733489	0.485838691	0.783975717	0.9565107	0.7157522	0.3594101	0.2025564	0.394528	0.9362456	-0.12047174038941848	0.36308988350798843	0.564568267983247	0.4632748154524111	-0.04705340970163991	ENSDARP00000107908.3	No mitochondrial presequence	noTP	ENSDARP00000107908	ENSDARG00000077119	naxd.ENSDARP00000107908	ENSDARG00000077119	ENSDARG00000077119|naxd.ENSDARP00000107908
XP_001332388.5|aars2	0.6189680498	0.9287514	0.1535617663	0.875948855	0.268059	0.4034399	0.8368213	0.01337076	0.5930366	0.1331776	0.3323353662012803	-0.06862781323188735	0.8352772314541267	-0.19078908071782213	0.6589905192325191	XP_001332388.5	Possessing mitochondrial presequence	mTP	NA	NA	aars2	XP_001332388.5	XP_001332388.5|aars2
ENSDARP00000009052.7|scp2a	0.7786741715	0.8329466	0.7207286841	0.519778368	0.3875566	0.6057549	0.6478598	0.5563409	0.1192922	0.2466645	-0.14877076852842083	-0.1257651491430227	0.14305039916687426	0.6117835650334015	0.4321431132140922	ENSDARP00000009052.7	No mitochondrial presequence	noTP	ENSDARP00000009052	ENSDARG00000012194	scp2a.ENSDARP00000009052	ENSDARG00000012194	ENSDARG00000012194|scp2a.ENSDARP00000009052
ENSDARP00000025702.8|NA	0.4295050499	0.6519202	0.86983369210000006	0.713412146	0.01942222	0.2020266	0.3361991	0.7803087	0.2944815	0.002249466	0.6178755984758544	-0.4015559474112895	0.11581283105414139	0.8262264166651673	-3.879424934803601	ENSDARP00000025702.8	No mitochondrial presequence	SP	ENSDARP00000025702	ENSDARG00000016771	tfa.ENSDARP00000025702	ENSDARG00000016771	ENSDARG00000016771|tfa.ENSDARP00000025702
ENSDARP00000129487.1|gb:cn8332	0.4275785748	0.6287892	0.966719464	0.713274294	0.3767152	0.1998071	0.3027808	0.9431101	0.2915566	0.2360116	0.3180574163665949	2.240927994960808	0.19576895281047726	-2.0628514422290323	2.239764269213655	ENSDARP00000129487.1	Possessing mitochondrial presequence	SP	ENSDARP00000129487	ENSDARG00000045797	C25H12orf73.ENSDARP00000129487	ENSDARG00000045797	ENSDARG00000045797|C25H12orf73.ENSDARP00000129487
Q08C57|fdx1l	0.3080625807	0.9328879	0.3896613403	0.892595067	0.3444623	0.09935093	0.8461578	0.1192553	0.646868	0.2054909	1.3159900128088042	-0.17580839988201358	2.5462706789469127	-0.7061305861450172	-1.2942857689173275	Q08C57	No mitochondrial presequence	mTP	NA	NA	fdx1l	Q08C57	Q08C57|fdx1l
ENSDARP00000136241.1|zgc:92598	0.669705389	0.6400746	0.6671683846	0.594924694	0.02677099	0.4705997	0.3170767	0.4556414	0.1818383	0.003620511	-0.8394475720076227	0.8242917844074665	0.9233022228171821	-1.420497330712299	4.502453950929873	ENSDARP00000136241.1	No mitochondrial presequence	noTP	ENSDARP00000136241	ENSDARG00000099997	cox20.ENSDARP00000136241	ENSDARG00000099997	ENSDARG00000099997|cox20.ENSDARP00000136241
AAH95264.1|si:dkey-11e23.4;	0.9675133786	0.3123271	0.5980559136	0.968872461	0.500484	0.9396798	0.04955051	0.3403676	0.8524848	0.359281	0.027812451127551704	0.8958597104235533	0.3983995597010017	0.06988303309508288	0.4102450393436365	AAH95264.1	Possessing mitochondrial presequence	noTP	NA	NA	si:dkey-11e23.4;	AAH95264.1	AAH95264.1|si:dkey-11e23.4;
ENSDARP00000094574.4|nme6	0.3772105482	0.9015864	0.5903540301	0.834358238	0.9345746	0.1536648	0.7881583	0.3265425	0.501437	0.9012441	0.6553960565062767	0.15150040854610916	0.5393440338293778	0.6799047156199414	-0.125360680976455	ENSDARP00000094574.4	No mitochondrial presequence	noTP	ENSDARP00000094574	ENSDARG00000016138	nme6.ENSDARP00000094574	ENSDARG00000016138	ENSDARG00000016138|nme6.ENSDARP00000094574
B3DJK0|tmem160	0.4109325567	0.6287892	0.6640664067	0.817373411	0.83223	0.1847403	0.3034057	0.449691	0.4614094	0.7617021	0.5192463553771003	1.9498642144283038	-1.3901287400123192	0.8090714174679928	0.6138054049008561	B3DJK0	Possessing mitochondrial presequence	mTP	NA	NA	tmem160	B3DJK0	B3DJK0|tmem160
XP_021322453.1|ndufaf6	0.2537252768	0.4194374	0.6552648421	0.835033462	0.1369168	0.05640649	0.11879579999999999	0.432652	0.5120552	0.03836081	-0.7732562290711054	0.6601361245987026	0.37305841605047685	-0.23832547739864052	0.7827509841385728	XP_021322453.1	No mitochondrial presequence	noTP	XP_021322453	ENSDARG00000053652	ndufaf6.XP_021322453	ENSDARG00000053652	ENSDARG00000053652|ndufaf6.XP_021322453
ENSDARP00000130898.1|hibadha	0.5744369387	0.5048036	0.4067220491	0.776159886	0.5969915	0.3496209	0.1783492	0.1363301	0.384771	0.465451	0.8652858283847215	-1.179010238730186	2.5502580264112296	-1.405699014097699	-0.2932393080200948	ENSDARP00000130898.1	Possessing mitochondrial presequence	mTP	ENSDARP00000130898	ENSDARG00000102906	hibadha.ENSDARP00000130898	ENSDARG00000102906	ENSDARG00000102906|hibadha.ENSDARP00000130898
ENSDARP00000138665.1|LOC563358	0.8622070562	0.6290489	0.4053658817	0.713274294	0.684145	0.7413643	0.3060867	0.1345327	0.290716	0.5645645	-0.2486869056973277	0.7192438155770772	3.6190725636197727	-2.4051208519209313	1.2372332110614614	ENSDARP00000138665.1	Possessing mitochondrial presequence	noTP	ENSDARP00000138665	ENSDARG00000104726	si:ch211-162e15.3.ENSDARP00000138665	ENSDARG00000104726	ENSDARG00000104726|si:ch211-162e15.3.ENSDARP00000138665
ENSDARP00000062982.5|rpl10a	0.0187344355	0.4490413	0.205662795	0.99800203	0.05673293	0.001117525	0.138301	0.02410344	0.9773856	0.01031483	-1.6324764709133792	-0.3554697522839136	-0.9466844691553531	0.015185586399671479	-1.8467716778977503	ENSDARP00000062982.5	No mitochondrial presequence	noTP	ENSDARP00000062982	ENSDARG00000042905	rpl10a.ENSDARP00000062982	ENSDARG00000042905	ENSDARG00000042905|rpl10a.ENSDARP00000062982
ENSDARP00000126258.2|NA	0.612800402	0.5554966	0.1659547082	0.998405017	0.02724022	0.3967452	0.2255713	0.01505389	0.9833916	0.003809014	-0.5575377636510179	-0.83649076586616955	-1.0467993448808524	-0.011211936509199199	-2.3568632292292584	ENSDARP00000126258.2	Possessing mitochondrial presequence	noTP	ENSDARP00000126258	ENSDARG00000088030	rpl35a.ENSDARP00000126258	ENSDARG00000088030	ENSDARG00000088030|rpl35a.ENSDARP00000126258
ENSDARP00000012414.6|LOC100332	0.8835569671	0.8413223	0.2172687713	0.918756135	0.4428591	0.7777187	0.6720461	0.02615185	0.6946699	0.3057167	-0.11520438018406541	0.1634361378233221	2.440990227877491	-0.39078886461989826	-0.6982902570799979	ENSDARP00000012414.6	Possessing mitochondrial presequence	mTP	ENSDARP00000012414	ENSDARG00000019142	fam185a.ENSDARP00000012414	ENSDARG00000019142	ENSDARG00000019142|fam185a.ENSDARP00000012414
BAJ14113.1|zgc:158387;	0.2668030045	0.3332482	0.9413078248	0.579640111	0.05461948	0.07044667	0.06242623	0.8986144	0.1707824	0.009778276	-0.7476828872226056	-0.9288671472042781	-0.05634637466239426	0.4784620867215814	-1.130287002421687	BAJ14113.1	No mitochondrial presequence	noTP	NA	NA	zgc:158387;	BAJ14113.1	BAJ14113.1|zgc:158387;
ENSDARP00000142733.1|NA	0.3108060623	0	0	0	0	0.1015923	0	0	0	0	3.6194857371768325	0	0	0	0	ENSDARP00000142733.1	Possessing mitochondrial presequence	mTP	ENSDARP00000142733	ENSDARG00000105573	si:ch211-226l4.6.ENSDARP00000142733	ENSDARG00000105573	ENSDARG00000105573|si:ch211-226l4.6.ENSDARP00000142733
ENSDARP00000060684.3|tmed10	0.0845240108	0.3285947	0.5432241147	0.563906483	0.3444849	0.009861987	0.05927471	0.2660878	0.1562505	0.2060241	-1.826590756473988	-0.6031949658408202	-0.36790187882644526	0.6202864593129748	-0.5867494459322867	ENSDARP00000060684.3	No mitochondrial presequence	SP	ENSDARP00000060684	ENSDARG00000041391	tmed10.ENSDARP00000060684	ENSDARG00000041391	ENSDARG00000041391|tmed10.ENSDARP00000060684
ENSDARP00000011155.5|agk	0.9828718945	0.9584935	0.2172687713	0.916690001	0.5757865	0.9680577	0.8942097	0.02613439	0.6909957	0.4428189	-0.0126033129071354	0.031650842191875646	0.6978834089868599	0.2207749514262012	0.4371639603583348	ENSDARP00000011155.5	Possessing mitochondrial presequence	noTP	ENSDARP00000011155	ENSDARG00000009837	agk.ENSDARP00000011155	ENSDARG00000009837	ENSDARG00000009837|agk.ENSDARP00000011155
ENSDARP00000139817.1|pdpr;	0.5471232837	0.250853	0.9354092295	0.958550002	0.210622	0.3205948	0.02623607	0.8897198	0.818566	0.08853976	0.2304154473051747	0.5883387835937541	0.03660183316706936	0.08844350811493143	1.0912874762153402	ENSDARP00000139817.1	Possessing mitochondrial presequence	mTP	ENSDARP00000139817	ENSDARG00000103288	PDPR.ENSDARP00000139817	ENSDARG00000103288	ENSDARG00000103288|PDPR.ENSDARP00000139817
ENSDARP00000108686.1|LOC100002	0.82216317	0.3811745	0.3903050533	0.494234818	0.397472	0.6780739	0.09220826	0.1230661	0.1008472	0.2570069	0.12671337517852457	-0.5795270553322366	-0.4858381097708752	0.6124082107121408	0.8565414199402575	ENSDARP00000108686.1	No mitochondrial presequence	SP	ENSDARP00000108686	ENSDARG00000105043	si:dkey-152b24.6.ENSDARP00000108686	ENSDARG00000105043	ENSDARG00000105043|si:dkey-152b24.6.ENSDARP00000108686
ENSDARP00000102657.1|LOC796017	0.9737860029	0.968463	0.7607624607	0.608136669	0.668159	0.9497011	0.9196367	0.617767	0.1911205	0.5474665	-0.04093654188340337	0.07106452036119683	-0.23417138241035834	0.8220213747488708	0.3676377439918985	ENSDARP00000102657.1	No mitochondrial presequence	noTP	ENSDARP00000102657	ENSDARG00000078974	COA4.ENSDARP00000102657	ENSDARG00000078974	ENSDARG00000078974|COA4.ENSDARP00000102657
NP_956324.1|zgc:77235;	0.6453446084	0.2571631	0.0946909759	0.574937772	0.03027448	0.4375324	0.02795251	0.004625115	0.1665187	0.004339442	-0.7057235531014197	-1.9309157321080617	-1.398724972168075	0.8565034137571738	-2.5070029186247025	NP_956324.1	No mitochondrial presequence	noTP	NA	NA	zgc:77235;	NP_956324.1	NP_956324.1|zgc:77235;
ENSDARP00000045614.5|qrsl1	0.6484968249	0.1769569	0.8944019287	0.965184315	0.03126867	0.443129	0.008266719	0.8126322	0.8414767	0.004537932	0.1689835565667	1.0890996419194636	0.0791177014499175	-0.05971704364308243	1.6483407218377903	ENSDARP00000045614.5	No mitochondrial presequence	noTP	ENSDARP00000045614	ENSDARG00000032704	qrsl1.ENSDARP00000045614	ENSDARG00000032704	ENSDARG00000032704|qrsl1.ENSDARP00000045614
AAT68082.1|epcam	0.0034506318	0.2757498	0.5205111057	0.566344949	0.1138443	4.852974e-5	0.03525509	0.243798	0.1604647	0.02896681	-3.0944009218030946	-0.5271716407020579	-0.27374019725851856	-0.3519635866402037	0.7669361925301966	AAT68082.1	No mitochondrial presequence	SP	NA	NA	epcam	AAT68082.1	AAT68082.1|epcam
ENSDARP00000074317.5|slc30a9	0.6896954043	0.9943968	0.3000601753	0.879095963	0.1864294	0.4946942	0.9865777	0.05644408	0.6003743	0.06589544	0.19599211017535662	-0.0046795808590008245	0.7623385274288724	-0.1741770535880023	0.5975772019647986	ENSDARP00000074317.5	Possessing mitochondrial presequence	mTP	ENSDARP00000074317	ENSDARG00000057272	slc30a9.ENSDARP00000074317	ENSDARG00000057272	ENSDARG00000057272|slc30a9.ENSDARP00000074317
NP_001124133.1|vars2	0.4537584295	0.3463589	0.3791687335	0.885135641	0.331625	0.2209377	0.07205664	0.1080073	0.6078777	0.1922802	0.3833703309818138	0.515662481879949	0.5971205019383043	-0.18491504840158562	0.6022796500016172	NP_001124133.1	No mitochondrial presequence	mTP	NP_001124133	ENSDARG00000056717	vars2.NP_001124133	ENSDARG00000056717	ENSDARG00000056717|vars2.NP_001124133
ENSDARP00000130836.1|NA	0.8588892027	0.6337903	0.6773847747	0.806104153	0.2087105	0.7347626	0.3127657	0.4826827	0.4374003	0.08725749	-0.12820097245045528	0.2414826668585979	0.23301064064981164	-0.2702730498450543	0.6215565108254949	ENSDARP00000130836.1	Possessing mitochondrial presequence	mTP	ENSDARP00000130836	ENSDARG00000003846	mrpl21.ENSDARP00000130836	ENSDARG00000003846	ENSDARG00000003846|mrpl21.ENSDARP00000130836
ENSDARP00000124123.1|grsf1	0.8494045044	0.985769	0.4656408415	0.879095963	0.7648883	0.71841	0.9613194	0.1847789	0.5990266	0.6693485	-0.08155631785244283	-0.015300257083218357	0.5156109232870745	0.16483963245209834	-0.2649261626908791	ENSDARP00000124123.1	Possessing mitochondrial presequence	mTP	ENSDARP00000124123	ENSDARG00000053021	grsf1.ENSDARP00000124123	ENSDARG00000053021	ENSDARG00000053021|grsf1.ENSDARP00000124123
XP_005158824.1|pcmtl	0.9358756022	0.4925997	0.270182209	0.81291213	0.7652295	0.8696109	0.1660986	0.04522686	0.4567427	0.6709268	0.1102348102216119	0.6436195146358861	3.096129922383233	-1.3977779108833068	0.7463486383479233	XP_005158824.1	No mitochondrial presequence	SP	NA	NA	pcmtl	XP_005158824.1	XP_005158824.1|pcmtl
ENSDARP00000136176.1|kars	0.5023022199	0.7360325	0.705427001	0.714639247	0.5820337	0.267562	0.4715102	0.536223	0.3025898	0.4498841	-0.4038904839878374	0.3163428144416675	-0.2786792809246329	0.4804952385713067	-0.30936455870098195	ENSDARP00000136176.1	Possessing mitochondrial presequence	mTP	ENSDARP00000136176	ENSDARG00000103799	kars1.ENSDARP00000136176	ENSDARG00000103799	ENSDARG00000103799|kars1.ENSDARP00000136176
ENSDARP00000068947.4|ptpmt1	0.3517317289	0.939265	0.6166371759	0.770533403	0.2512458	0.1328223	0.8554176	0.3619684	0.3803325	0.1198244	0.9685893670851861	-0.10383572648261613	1.156741165688231	1.4703923393597804	-2.047170103823685	ENSDARP00000068947.4	No mitochondrial presequence	noTP	ENSDARP00000068947	ENSDARG00000013860	ptpmt1.ENSDARP00000068947	ENSDARG00000013860	ENSDARG00000013860|ptpmt1.ENSDARP00000068947
ENSDARP00000105892.2|ddost	0.2686672725	0.704238	0.6773847747	0.280438575	0.01406671	0.07157787	0.4055353	0.4771626	0.01322372	0.001410645	-1.4125252505410342	-0.20888449081170327	-0.2009411730025253	0.8905041551010255	-1.5194325573240672	ENSDARP00000105892.2	No mitochondrial presequence	SP	ENSDARP00000105892	ENSDARG00000037318	ddost.ENSDARP00000105892	ENSDARG00000037318	ENSDARG00000037318|ddost.ENSDARP00000105892
NP_001008607.1|hsdl1	0.6323178362	0.793643	0.424488086	0.716400755	0.3916018	0.4225674	0.571188	0.1490244	0.3038361	0.2516187	0.3746513138481132	0.16431059486442556	2.3630034841082472	-1.6363103561375352	0.7615597219359812	NP_001008607.1	No mitochondrial presequence	noTP	NP_001008607	ENSDARG00000041736	hsdl1.NP_001008607	ENSDARG00000041736	ENSDARG00000041736|hsdl1.NP_001008607
ENSDARP00000132450.2|NA	0.5288239631	0.9943968	0.5654476806	0.644660141	0.8203898	0.293682	0.9823566	0.2907337	0.2255767	0.7433125	0.5750720329796262	0.005840151614521089	0.33624686469773557	-0.44602476272448316	-0.11477071823143	ENSDARP00000132450.2	Possessing mitochondrial presequence	mTP	ENSDARP00000132450	ENSDARG00000029063	clpxa.ENSDARP00000132450	ENSDARG00000029063	ENSDARG00000029063|clpxa.ENSDARP00000132450
ENSDARP00000086515.5|LOC100330	0.3156120563	0.710679	0.9615860498	0.647556465	0.8323661	0.1057912	0.4207966	0.9326083	0.2286351	0.7624144	-1.4817359336785703	-0.3325655403021075	0.037050148974701276	0.5367540612338685	-0.10631965035328865	ENSDARP00000086515.5	No mitochondrial presequence	SP	ENSDARP00000086515	ENSDARG00000063177	manf.ENSDARP00000086515	ENSDARG00000063177	ENSDARG00000063177|manf.ENSDARP00000086515
ENSDARP00000137788.1|fundc2	0.9739482453	0.9617326	0.6968187481	0.791997275	0.7042517	0.9503317	0.9056034	0.5217784	0.412663	0.5918499	-0.0290914326889971	-0.03325650549394251	0.18082979568210317	0.3049223023111588	-0.28473277976770894	ENSDARP00000137788.1	No mitochondrial presequence	noTP	ENSDARP00000137788	ENSDARG00000103740	fundc2.ENSDARP00000137788	ENSDARG00000103740	ENSDARG00000103740|fundc2.ENSDARP00000137788
ENSDARP00000099447.2|supv3l1	0.8650541496	0.6287892	0.6694663692	0.89234465	0.6014932	0.7496856	0.3031159	0.4642536	0.6447965	0.4725714	0.09531329193563785	0.4096900903531671	0.2960275191856266	0.19453402942658238	0.6961362639781521	ENSDARP00000099447.2	Possessing mitochondrial presequence	mTP	ENSDARP00000099447	ENSDARG00000077728	supv3l1.ENSDARP00000099447	ENSDARG00000077728	ENSDARG00000077728|supv3l1.ENSDARP00000099447
AAH86835.1|nots	0.4653004946	0.3183899	0.5261905584	0.866212208	0.1131127	0.2355259	0.05316315	0.2480645	0.5769879	0.0286423	-0.504134491849866	-0.8302973417420005	-0.3297125820879269	0.16284972293843233	1.1454357850232344	AAH86835.1	No mitochondrial presequence	noTP	NA	NA	nots	AAH86835.1	AAH86835.1|nots
AAQ97983.1|aifm1;	0.9550304066	0.9670333	0.9788846635	0.916567174	0.6826573	0.9179778	0.91544	0.9660776	0.6898928	0.5623727	0.052412382923950895	0.05138810438025667	-0.017472313756357893	0.13014607140130385	0.32070004018167453	AAQ97983.1	Possessing mitochondrial presequence	mTP	NA	NA	aifm1;	AAQ97983.1	AAQ97983.1|aifm1;
ENSDARP00000129209.1|LOC100536	0.0465860217	0.5394351	0.0090776752	0.620030871	0.523167	0.004247416	0.2069249	5.146523e-5	0.1999678	0.3827691	5.24581643965293	1.7098692513473237	-6.294813106625624	2.5159856123205517	2.16803906114115	ENSDARP00000129209.1	No mitochondrial presequence	mTP	ENSDARP00000129209	ENSDARG00000097489	si:ch73-390p7.2.ENSDARP00000129209	ENSDARG00000097489	ENSDARG00000097489|si:ch73-390p7.2.ENSDARP00000129209
AAI52068.1|zp2.3	0.9976025024	0.5394351	0.3302192984	0.561097245	0.6008237	0.9951835	0.2073407	0.08136673	0.1539253	0.4708948	-0.0035175971224742702	2.216441283677656	-4.407188744449098	2.539411561290303	0.7911636785854917	AAI52068.1	Possessing mitochondrial presequence	SP	NA	NA	zp2.3	AAI52068.1	AAI52068.1|zp2.3
ENSDARP00000018179.8|tspan7b	0.5213091741	0.238829	0.6398995833	0.897078203	0.6152913	0.285383	0.0238608	0.4078995	0.6572184	0.4868883	2.7893476829448423	-4.806518827226874	1.7945634726265098	-1.1435177347173058	-1.2219012179320847	ENSDARP00000018179.8	No mitochondrial presequence	noTP	ENSDARP00000018179	ENSDARG00000008407	tspan7b.ENSDARP00000018179	ENSDARG00000008407	ENSDARG00000008407|tspan7b.ENSDARP00000018179
ENSDARP00000010471.6|NA	0.6196826257	0.2642834	0.3991572671	0.513194136	0.1742693	0.4065739	0.03023348	0.1288166	0.1137279	0.05562834	0.2990848363069815	1.133639551517757	2.2771417073629268	-2.3831605943755094	2.632420979683372	ENSDARP00000010471.6	No mitochondrial presequence	mTP	ENSDARP00000010471	ENSDARG00000019715	metap1d.ENSDARP00000010471	ENSDARG00000019715	ENSDARG00000019715|metap1d.ENSDARP00000010471
XP_021335179.1|si:dkey-88l16.3	0.3957438328	0.9617326	0.9135786477	0.362036294	0.001936606	0.170206	0.9048656	0.8502298	0.0351047	8.411107e-5	0.5740844701566028	0.03295404773367768	-0.05142533872297755	1.0534795408701376	4.044423338368752	XP_021335179.1	No mitochondrial presequence	noTP	XP_021335179	ENSDARG00000094055	si:dkey-88l16.3.XP_021335179	ENSDARG00000094055	ENSDARG00000094055|si:dkey-88l16.3.XP_021335179
NP_001002123.1|ralbb	0.4237169145	0.8649851	0.639195103	0.388953712	0.4446236	0.196397	0.7154208	0.4000704	0.0443728	0.3075627	-1.4710317734542695	-0.45484313757724076	-0.8009052832542077	1.5071488248579832	0.4440323503738024	NP_001002123.1	No mitochondrial presequence	noTP	NP_001002123	ENSDARG00000113643	ralbb.NP_001002123	ENSDARG00000113643	ENSDARG00000113643|ralbb.NP_001002123
ENSDARP00000150631.1|NA	0.0164725733	0.790382	0.6773847747	0.922591685	0.2336351	8.467957e-4	0.5603772	0.4822674	0.705946	0.1066703	-2.697225345110302	-0.1460002686257105	-0.1903484215401616	0.10786563280442633	0.6861101858856323	ENSDARP00000150631.1	No mitochondrial presequence	noTP	ENSDARP00000150631	ENSDARG00000056582	arf2b.ENSDARP00000150631	ENSDARG00000056582	ENSDARG00000056582|arf2b.ENSDARP00000150631
ENSDARP00000123285.2|mfn2	0.8795793116	0.2757498	0.6594801339	0.995363259	0.1596203	0.7686721	0.03553398	0.4425677	0.9678146	0.04785227	-0.10191437614150854	0.6148000960907863	0.6656304710823953	-0.03940887574135838	1.623196329727279	ENSDARP00000123285.2	No mitochondrial presequence	noTP	ENSDARP00000123285	ENSDARG00000079504	mfn2.ENSDARP00000123285	ENSDARG00000079504	ENSDARG00000079504|mfn2.ENSDARP00000123285
ENSDARP00000119424.1|cox17	0.4261991698	0.3244884	0.6773847747	0.901531718	0.3782458	0.1978044	0.05741237	0.480602	0.6688691	0.2374721	1.3373726838695565	-1.5178416991457488	0.5415032736511679	0.41759023016308894	0.9864471085321518	ENSDARP00000119424.1	No mitochondrial presequence	noTP	ENSDARP00000119424	ENSDARG00000069920	cox17.ENSDARP00000119424	ENSDARG00000069920	ENSDARG00000069920|cox17.ENSDARP00000119424
ENSDARP00000123722.1|sco2	0.2388754882	0.5711472	0.744523045	0.57205478	0.6947332	0.04911892	0.2385504	0.592891	0.164329	0.5774724	-0.9106173992819832	0.7742378094704484	0.35299312920992326	0.7031345301915994	-0.3044379589102112	ENSDARP00000123722.1	Possessing mitochondrial presequence	mTP	ENSDARP00000123722	ENSDARG00000045555	sco2.ENSDARP00000123722	ENSDARG00000045555	ENSDARG00000045555|sco2.ENSDARP00000123722
